Gene	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
AQP3	9.069141	9.910481	6.758768	5.3266563	8.103992	5.61059	10.81919	5.647131	8.867935	6.223698	4.4376593	10.293861	5.562593	6.4225893	6.4213276	5.4183364	4.6620197	5.4450846	6.9244895	5.4161835
AQP7	2.5076454	2.702693	3.891186	4.9743967	3.209158	4.780787	2.3140109	10.07663	9.520865	5.1634445	5.280405	3.7343757	7.1041117	5.967936	4.719771	2.906988	5.220027	4.4736586	2.7458384	6.0556803
AQP8	320.6812	152.4546	961.9606	639.4883	242.12457	630.0536	106.078865	1090.6085	560.86096	868.45953	607.5497	295.0241	670.69543	293.948	392.15552	460.64948	1026.108	222.83438	485.96652	536.07385
AQP9	0.010000001	0.10205901	0.011891498	0.031503405	0.023553299	0.010000001	0.012006503	0.010000001	0.0386555	0.043606	0.11487799	0.010000001	0.0150396	0.010000001	0.034539104	0.030770896	0.0704265	0.0479931	0.03178062	0.031549107
AQR	13.099383	12.250919	12.826419	9.906349	13.644758	11.854568	10.918603	12.033398	9.455845	8.315394	12.718134	10.247937	8.76874	9.184431	11.973653	9.212849	10.021365	9.220198	10.215194	8.948497
ARAF	29.912945	28.467718	30.36769	34.751923	31.07223	33.21177	26.089064	38.501858	46.259712	37.793457	39.046036	36.334953	31.81353	39.78779	40.472218	42.740826	37.512825	38.21196	32.773117	39.308273
ARAP1	28.400137	16.450468	23.550898	27.952454	27.143541	24.912283	21.151926	30.169434	36.803677	23.800104	26.076408	26.034761	20.540743	22.59384	25.42387	21.848646	21.245583	22.395279	18.666433	31.704237
ARAP2	3.6276948	2.234141	3.1759663	3.8989954	3.0796432	2.140488	2.591833	5.0208325	3.232015	2.1825192	2.793229	3.9788592	2.504761	3.623735	2.7531385	3.220014	2.849846	3.0785148	3.7151542	4.2898545
ARAP3	3.4811614	3.1290357	3.4580019	2.3112059	2.4157062	2.6360598	3.4458847	2.322415	4.2465544	2.407071	2.538854	1.8600458	1.8172687	2.6726215	2.756327	2.719568	1.7679577	2.8530593	1.771496	3.298504
ARCN1	75.52491	67.535324	60.24242	45.237473	62.312557	62.94036	64.38423	71.8845	74.82315	54.55327	58.764015	61.329205	69.899284	75.33399	68.02954	72.83188	64.25383	71.32688	87.64799	63.46605
AREG	28.028149	6.50816	8.461899	7.0127897	6.78409	5.648	9.80737	14.062001	23.283306	19.08678	13.671165	86.769806	17.753147	9.023038	12.340401	22.478275	16.396002	11.831239	79.612404	125.87298
AREL1	14.3998	12.4952755	12.439749	12.566429	12.886291	11.714276	11.230704	17.557123	17.515108	12.579671	14.577914	12.7983465	14.576001	13.408699	14.75597	14.671369	13.423717	13.0137825	12.213074	14.517699
ARF1	251.42815	244.5261	227.97762	214.02654	235.62334	299.47635	205.09813	281.06592	287.21893	250.69899	246.6955	266.37323	305.093	335.6451	280.5651	341.25565	304.2278	284.2975	363.3631	256.1278
ARF3	75.037	68.69909	78.41418	61.93389	71.9361	89.75191	76.60755	103.696526	90.76157	70.43785	73.46017	78.81596	109.41465	100.10942	89.75018	101.61686	87.82621	94.01447	99.33811	78.2423
ARF4	200.15036	211.892	184.40298	116.6083	222.23824	195.83203	187.53732	191.07469	195.16635	178.46584	159.70059	189.67963	249.36107	254.09244	237.19853	212.66602	205.13739	202.48639	311.20905	232.93712
ARF5	121.90219	112.46361	109.14639	93.35401	113.52664	180.29344	121.27058	137.02771	129.86589	119.95926	138.03967	147.1141	161.19078	167.48271	135.00839	159.28297	131.91599	129.2899	152.51236	131.17958
ARF6	68.323105	52.289898	55.267178	38.738605	53.30461	76.488815	56.134315	77.089	74.2357	61.45322	62.254196	73.66299	71.8101	75.74269	66.157394	75.9647	63.80961	75.881516	78.762375	72.22379
ARFGAP1	15.581673	14.319033	13.965909	21.820948	16.278051	13.386614	14.171496	19.106756	31.64379	22.897459	17.713099	14.220756	14.15427	15.237965	17.721672	17.369509	11.956562	13.597684	11.2958765	24.371012
ARFGAP2	31.10652	28.705486	29.27981	29.916811	30.81385	33.608017	28.617357	38.555317	40.696026	29.114319	36.229137	33.9701	32.131016	40.728714	36.419094	39.132427	35.2204	38.88411	33.565857	38.00999
ARFGAP3	19.096567	23.157171	15.976289	13.327866	21.388935	16.80277	16.826195	21.134972	19.957104	13.548606	17.278671	16.759884	19.58503	18.46362	18.8361	21.240997	14.380519	19.413538	25.957895	20.09732
ARFGEF1	20.541353	19.339346	17.401693	16.401558	18.695967	22.326958	18.994734	24.78904	24.042046	18.720737	23.271389	19.957361	18.983494	22.220226	22.741215	18.752426	17.903957	20.1829	23.94513	24.811384
ARFGEF2	15.972699	12.482598	12.402186	11.7958	13.699377	13.542098	11.319927	17.370708	18.88931	12.7476	13.857899	14.957449	13.470466	14.7971	15.611499	13.8379	11.105796	14.982797	20.857399	14.6969
ARFGEF3	5.4254994	4.2928505	2.93111	2.49427	3.21789	3.41829	4.8098	4.4828105	4.84893	2.36065	3.0017	3.7795699	3.03787	3.1942997	5.6173897	3.3543699	2.01499	4.3573794	4.2100797	2.99171
ARFIP1	33.40023	24.69596	19.936699	21.688316	22.284986	31.405756	18.5543	36.248184	38.1629	26.089487	28.231333	33.059376	28.036839	34.765755	31.626694	35.75394	27.312637	31.108585	39.113293	29.425333
ARFIP2	36.579334	28.524832	27.013248	32.624363	27.568846	30.17056	27.22452	32.62695	44.556877	35.033897	31.975958	30.159674	37.590855	33.317814	36.379753	39.087494	25.139475	29.176376	32.966106	40.81094
ARFRP1	18.578749	16.638624	19.616222	18.349417	17.637318	23.610342	14.953517	20.961027	20.800512	18.924725	21.17741	17.445074	25.50536	22.577417	19.825563	24.940138	18.03103	22.666445	18.375679	21.92479
ARG2	1.087319	1.146617	0.35279104	0.870378	1.203763	1.059202	1.262611	0.738151	1.695356	0.830566	1.1918952	1.691066	1.235847	0.698408	1.1597663	1.9655532	0.758134	0.73319	1.694057	1.326047
ARGLU1	46.267525	27.296213	43.29925	66.721596	41.101135	27.301193	29.907913	37.867443	61.363735	53.453587	33.04929	20.22858	19.699265	24.426834	31.68647	33.790127	10.416373	14.740698	15.657608	68.69623
ARHGAP10	3.005311	2.9018679	2.029811	1.5524229	3.0006833	2.522929	2.2626486	1.339545	1.561691	0.894926	0.928805	1.3818566	0.96358687	1.630646	2.7619927	2.3660002	1.7049	1.9787618	1.6107388	1.098596
ARHGAP11A	9.38666	4.392296	4.1785445	5.617956	3.7869856	8.620887	2.475004	5.7052875	8.802148	3.5450943	3.522222	3.680636	3.875849	8.565069	7.2212553	12.01793	5.6915393	4.9538383	5.0532804	4.110713
ARHGAP11B	2.6010752	1.0213019	1.5949458	2.6437964	1.484402	2.1217225	0.9399483	2.020935	4.0235863	2.1985772	1.3285156	1.3710562	1.0005438	1.5870184	2.5045323	2.9612772	1.1750125	1.9517952	1.2335635	1.8755529
ARHGAP12	19.505184	16.385231	15.802401	16.586067	17.814949	15.090547	15.842916	26.826206	25.993448	16.377533	21.12453	17.885653	17.88035	19.36022	20.337732	19.740253	17.188374	18.463436	17.462046	19.490355
ARHGAP15	8.780587	4.4533243	9.72611	5.284137	12.639087	5.131828	9.8428335	5.5727143	3.1635797	2.752446	2.6732016	10.97471	4.474543	5.505687	3.8475158	9.115168	4.5195007	4.4681487	5.496487	4.899863
ARHGAP17	27.44629	23.562857	29.32531	28.979002	30.127602	31.091677	22.631605	35.542564	38.17645	25.889393	26.73433	30.515734	26.546192	32.84866	28.647812	35.993855	29.572704	25.648233	33.4502	34.80143
ARHGAP18	14.8526745	11.142449	9.03356	8.458419	12.218549	13.050824	8.98589	15.551399	14.321279	9.6508	13.063399	18.208458	11.860923	11.576001	13.8334	16.136925	11.323199	15.346781	13.583101	12.718601
ARHGAP19	3.7813833	1.9925239	2.4610953	2.143421	3.1048625	3.4544199	1.777936	3.400156	4.367754	2.4372907	3.161557	3.47064	2.5386958	3.006697	3.0567656	4.2253065	3.158691	3.6097732	3.587133	3.1277723
ARHGAP1	21.820631	21.849237	21.444914	22.044481	23.973217	24.877865	23.736778	29.618307	31.108936	19.95781	22.348686	24.835579	18.490423	24.757336	28.927774	24.670757	29.427677	23.992058	23.32786	22.948812
ARHGAP21	18.511423	16.613499	14.812612	17.15736	14.509933	14.057888	12.521948	25.059578	21.820644	14.771053	17.19152	16.210117	16.11958	15.829495	19.534035	18.225895	15.364062	16.443575	18.875511	18.16692
ARHGAP22	1.0339168	1.0897604	1.5188757	0.8344494	1.3998983	1.0697801	1.2092708	0.9008226	0.6967333	0.3865166	0.47848892	1.3486356	0.8305251	0.7890763	1.22564	0.724598	0.9284809	0.8651341	0.6614388	1.0887794
ARHGAP23	2.295637	3.186449	2.1646812	2.660045	2.9011633	1.947718	3.1585338	1.4360116	0.7784236	0.6570736	0.727189	1.3397703	1.387325	1.022855	2.5549095	0.593666	0.895257	1.9048901	0.7245354	1.3014472
ARHGAP24	1.954175	2.96322	3.080417	1.963156	3.10529	1.9746217	2.403842	2.897948	1.9017262	1.0109226	1.241211	3.069114	1.9575456	1.7543882	1.832276	2.610829	1.2628103	2.0484703	1.790277	1.5548928
ARHGAP25	5.256463	3.7122936	6.9328184	3.4492333	8.551427	3.5466685	3.3434343	3.521839	2.3099487	2.046206	2.4316251	9.243838	4.1214347	4.491863	2.6771767	5.561127	5.076375	3.7088327	4.3307185	3.213784
ARHGAP26	9.053748	11.993858	11.108911	9.454405	8.638657	11.700459	7.356691	16.940914	14.762589	10.303978	9.700018	9.017378	10.835583	11.62597	11.857932	10.232893	15.483109	9.726527	14.18963	14.42721
ARHGAP27	33.82652	26.127144	37.210896	42.400383	31.561773	28.807299	27.461107	44.882347	53.89222	55.532207	42.062233	35.660152	40.837734	35.40005	40.544262	41.3264	32.862396	30.351261	33.566578	56.514904
ARHGAP28	1.7143182	0.9652737	1.0139633	0.8272535	1.316477	2.462916	1.635869	0.7620524	0.6633481	0.474004	0.40979424	1.087464	0.6196556	0.6396482	0.5212702	1.1381454	0.6596231	0.9245457	0.44277522	0.97321266
ARHGAP29	2.2599895	2.3925998	1.7120806	1.5295854	2.142683	1.7442458	2.58615	1.8794417	1.7264838	0.8523357	1.2699618	1.29578	0.899006	0.759966	2.0877795	0.9075659	0.802081	1.5376052	1.0483555	1.4824377
ARHGAP30	5.3407984	3.629216	8.013782	4.3520403	10.680045	4.226046	5.627925	5.416871	2.482352	1.6049323	2.6929982	9.287799	4.4928937	4.782017	3.4678257	6.8321586	5.413395	4.0621233	4.5342407	4.408284
ARHGAP31	3.515519	2.93267	2.8106298	2.00058	3.0190403	1.86209	3.12683	3.247119	1.84905	1.24247	1.35587	2.5034735	1.7596291	2.07944	2.7620997	1.60763	1.8472599	2.76444	2.4829438	1.83312
ARHGAP32	14.383305	11.3410015	9.768926	12.134452	10.338957	9.596003	10.040916	16.729954	17.175056	9.74974	11.959691	13.427554	10.796862	11.543842	16.073383	13.956516	11.047092	13.575746	12.853195	12.601383
ARHGAP33	2.013138	1.0634031	2.0015173	5.8559613	1.7484576	0.7332222	1.0000975	2.044604	9.302955	4.654556	1.884785	2.5774236	0.93809396	1.8313951	1.8058203	2.9323747	0.6582214	0.8861382	0.56500053	4.6814737
ARHGAP35	14.10749	13.430848	15.079094	9.969121	12.858838	14.310774	11.336195	23.555483	20.48917	15.17377	15.454374	14.829321	18.33357	15.978259	18.185225	13.377029	18.510406	16.992512	20.412106	17.36083
ARHGAP39	1.78605	2.12231	1.79177	2.346224	1.8179127	1.76348	1.7285408	1.77585	2.228738	2.354862	2.0142152	1.731369	2.348197	2.14816	1.89069	1.812492	1.8538948	2.07107	2.23813	2.795678
ARHGAP42	6.849659	5.5581355	5.5071316	4.1617765	6.228418	5.2940445	3.290781	10.1927185	9.0573845	5.360678	7.4091315	6.3091645	6.840407	7.1153994	6.7147183	6.254928	10.119607	9.117003	10.168771	6.610185
ARHGAP44	38.26953	21.875439	19.913017	19.693262	20.621405	20.010155	15.093776	31.24415	32.883205	37.334656	27.297674	28.50603	26.422295	25.328968	37.129	31.481998	26.815737	34.550617	25.627728	29.1057
ARHGAP4	7.8859487	3.9713762	12.731391	15.88837	12.445496	5.822002	6.0570064	8.911084	6.698199	4.5841527	4.2569256	11.839834	3.1326504	5.406764	3.4572692	8.447176	4.3540664	3.4543211	5.0042734	11.19338
ARHGAP5	30.92172	23.91928	24.610703	17.593725	23.870628	22.905922	25.81276	37.933544	32.84266	20.551079	23.447962	26.273893	29.742825	24.204346	27.536999	24.12802	22.273859	29.568413	32.491745	30.23152
ARHGAP6	1.934289	1.651059	1.4472327	0.995174	1.559928	1.4094052	1.8096865	0.895225	0.7248458	0.3489975	0.4927629	0.5018775	0.4347504	0.7420679	0.760749	0.49325052	0.518218	0.9013486	0.5046764	0.6935816
ARHGAP8	15.919196	13.645975	15.94029	23.309847	14.986603	17.342163	15.412423	19.573582	26.434498	21.308636	17.86896	13.756477	13.100336	16.574839	20.151964	16.144506	14.12122	14.923874	10.817748	25.043888
ARHGAP9	6.554167	4.398535	11.08296	11.112847	14.099302	4.975232	5.448116	7.906974	2.8790257	4.1943836	4.0804386	11.51181	5.2104654	5.681996	6.540852	7.0476904	6.93985	4.6136394	5.8611383	4.9330764
ARHGDIA	141.87575	130.6719	148.21257	136.43686	136.55357	176.62308	136.13847	154.14029	160.39201	152.58437	137.24559	148.53423	172.25795	203.62793	140.73557	202.67561	175.75859	158.05801	194.39111	168.41272
ARHGDIB	80.990036	47.933376	97.90038	51.654636	141.44164	42.881264	62.49619	57.20582	21.842342	25.910631	35.491913	129.18018	59.80452	67.14003	47.636204	90.76089	77.397354	51.744038	75.3649	47.00337
ARHGDIG	0.4154206	0.37802374	0.0980791	0.207782	0.6103028	0.3294461	0.121863514	2.81736	0.4212548	0.047452997	0.2713829	0.7301162	0.2894683	0.342998	0.4581669	0.42895064	0.37508464	0.3225716	1.3016839	1.3815582
ARHGEF10L	27.771473	25.151136	26.189281	30.710548	25.08613	23.770788	22.099508	32.450176	46.024227	32.49635	33.626274	26.682625	27.057882	27.562468	37.51002	27.824991	22.257051	30.76906	24.47953	38.10637
ARHGEF10	4.1760406	3.6188111	2.6334536	3.92558	2.21229	2.4490485	4.4630804	1.7957447	1.6265554	1.6481161	1.5869823	2.2404506	1.3002614	1.3579798	3.480667	1.8041207	1.4201126	2.1224349	1.5388618	1.5457822
ARHGEF11	14.203263	12.118025	13.108173	12.637704	12.458032	11.0294	11.514931	18.646055	20.589682	13.289208	14.235312	11.711925	14.199278	14.134161	15.859434	12.834406	14.944547	13.147154	13.755388	16.100006
ARHGEF12	26.42598	25.861128	21.914988	17.975609	22.317389	21.805836	24.324917	38.178356	33.12602	18.148993	23.133587	24.721022	24.071362	21.890621	29.252687	21.712645	25.092075	27.580822	28.18727	24.577179
ARHGEF15	1.7673148	1.479873	0.9168867	1.2742413	0.9688723	0.79239297	1.7490464	0.9876288	0.6118282	0.6040241	0.30332	1.1648387	0.4224187	0.3698014	0.5936622	0.5757271	0.8809606	0.668537	0.3218235	1.145832
ARHGEF16	16.92887	16.67199	19.565205	28.012812	17.329838	26.04225	14.496854	31.193115	37.971542	37.559063	25.22924	20.410023	21.528828	27.61522	24.066547	27.600319	19.017021	22.044538	22.396595	31.031075
ARHGEF17	5.3181376	3.884306	3.685328	3.7747388	5.021587	2.606115	4.409846	1.9637359	2.375344	2.1878767	1.568225	1.7962561	1.2253515	1.49832	3.9795182	1.727761	1.383758	2.238208	1.13959	3.0323362
ARHGEF18	18.733631	17.075314	21.68567	18.128819	19.127293	25.042572	15.439481	31.382088	33.21454	26.545525	22.435337	20.901157	26.914734	31.31027	19.40253	22.362593	30.531422	19.69276	32.29992	24.362999
ARHGEF19	4.3545785	1.798818	2.316648	3.3290389	1.8235017	3.463671	1.9699152	4.1272745	3.033451	2.040933	2.290531	2.205912	2.15802	2.148998	2.4123433	4.2832346	2.396678	1.995659	2.3639092	2.850938
ARHGEF1	26.907991	14.989486	30.199183	38.93742	28.530443	19.092218	23.302814	23.385635	34.52886	27.441164	22.51075	30.291363	17.370846	21.2311	21.534771	20.589743	17.619005	18.14748	17.891287	35.309757
ARHGEF25	2.8661113	3.781286	2.6966763	4.082374	5.042479	3.5987403	4.7636213	2.063693	3.1132548	1.7915336	1.3610438	2.26939	2.20401	1.8756133	4.388771	1.145028	1.156336	2.252065	0.7608731	1.9051268
ARHGEF26	1.19968	1.297365	1.2846601	1.2901454	1.0410033	1.78466	2.0741534	1.4880878	1.3076781	0.568939	0.891462	0.9500993	0.7562681	0.8053467	1.013823	1.0447985	0.84757215	1.1386724	0.855735	1.042686
ARHGEF28	2.6161845	3.0071733	2.973861	2.8539913	3.1095934	2.9752622	2.1312692	3.1005054	4.9651046	3.9044435	4.3085523	4.0288687	3.2578697	3.598536	3.46066	2.9293962	2.9895513	3.6376576	2.3580797	3.4861596
ARHGEF2	26.289858	19.52167	26.302505	29.010866	26.661001	19.966467	24.48716	30.491648	44.12205	31.018543	17.941462	25.508892	20.437887	20.64586	20.662785	25.509895	17.769873	16.221592	18.315891	36.779015
ARHGEF35	17.178196	16.145103	13.7609	17.282202	16.020897	22.635504	7.9786506	32.950703	24.191502	6.5427995	9.619541	18.232197	21.2417	25.967695	20.136105	27.025295	19.217802	20.249002	10.583799	21.453001
ARHGEF37	3.956268	3.518094	3.4402282	3.7424817	3.2309802	3.847552	2.8985863	8.70255	6.2538614	5.9310946	4.7692757	5.4698496	4.356806	5.2909393	4.237717	4.698783	5.456831	5.397361	3.93096	3.867389
ARHGEF38	4.8655543	4.467097	3.0246224	2.998271	3.1912022	3.127051	4.8757296	3.2675986	6.2911515	4.5491285	4.454739	2.8534327	3.743334	3.8886323	5.302874	2.8479893	3.0907094	3.0446773	3.3504672	3.8939493
ARHGEF39	3.9284513	1.540556	1.822988	3.8082733	1.8610985	4.109863	1.1559017	2.5870523	4.745191	2.7510092	2.56161	1.9525881	1.71537	5.5987124	2.653755	6.5548425	2.7163787	1.5714874	2.404687	2.715326
ARHGEF3	7.104378	5.2879667	7.2500596	4.740662	8.893709	4.738166	6.704479	6.4015574	4.7387714	3.671685	5.8330793	7.120979	7.357908	8.097152	7.9296556	5.3193946	8.353815	7.296399	5.563654	6.4819164
ARHGEF40	12.476719	4.689671	8.8515835	11.973648	10.655704	8.67239	10.108124	12.5659075	17.039856	10.043089	8.628606	10.012625	10.782573	8.353266	13.177929	10.237975	6.4997935	7.9551506	5.7526016	13.275474
ARHGEF5	15.23118	9.859975	10.611865	12.57652	9.178367	12.259113	13.497723	17.20137	17.864992	14.357001	19.040928	13.288246	16.82883	15.935779	16.690018	16.442799	13.43525	10.299117	15.818028	16.324015
ARHGEF6	5.966516	2.697104	5.725031	4.4094033	6.432233	3.487551	4.14107	3.69568	2.0807734	1.7331934	1.8978261	5.6584315	2.719508	2.6793237	3.2141848	3.3959312	3.4512599	4.381383	2.885523	3.3609767
ARHGEF7	17.546495	12.9404955	14.983456	17.033274	15.281873	12.11451	14.683732	18.2127	24.593235	13.13262	15.506773	15.66784	10.830826	13.011473	16.148146	14.033326	12.143625	13.138379	13.305623	18.78946
ARHGEF9	11.368299	9.766096	9.718016	9.57489	8.903579	10.89273	10.562243	11.65925	15.204979	8.702883	9.183833	10.750755	10.008569	9.698181	12.009996	12.562071	9.147833	12.527789	10.896977	10.22987
ARID1A	16.654871	13.811284	16.313831	13.006786	16.222097	13.415471	17.270067	13.705077	13.100829	9.332279	9.741804	12.66942	10.5398855	11.730475	14.497934	11.698072	11.699217	12.969981	12.41656	11.622618
ARID1B	10.544794	8.510654	9.516253	6.961049	9.649018	7.465677	8.657314	11.784764	11.590779	6.889478	9.221502	10.367684	8.655127	9.160709	11.427698	8.608158	7.494472	10.396377	8.577465	9.318181
ARID2	6.781226	4.784352	4.5249786	3.622793	4.688694	3.940213	4.5831714	5.0094857	5.534617	3.7138028	3.8922775	5.036218	4.6444836	4.217656	5.0896397	4.843476	3.347547	5.087199	5.265856	4.9435444
ARID3A	1.9814595	1.849356	1.972135	2.401139	2.623432	2.1993027	1.510059	2.7353318	2.268929	1.865093	2.685105	3.0572746	3.133502	1.909015	2.871346	0.964439	1.234635	1.987225	1.83863	1.98646
ARID3B	3.133566	2.769225	3.9615867	3.531083	3.9028757	3.3448548	3.2793493	4.7010784	4.761047	3.5454073	4.436581	4.2473288	4.630637	4.0923843	3.6024208	3.4277809	4.077173	3.6391296	3.9328885	4.254893
ARID4A	6.6037736	4.4018607	6.4886136	5.7444496	5.71615	4.798726	6.7610216	7.855847	7.9394927	5.020568	6.421837	7.7612987	5.462095	4.5192842	6.589213	5.719509	4.51839	5.8931866	5.594307	7.3164873
ARID4B	9.9658375	7.1563187	8.845649	7.3683686	9.196969	4.915416	6.1253524	9.311152	11.183551	7.0658913	9.057424	9.779746	8.616937	6.4444466	8.78529	7.628781	6.8401866	7.763037	8.520362	9.851822
ARID5A	3.9189472	4.572767	4.911083	4.297998	6.32859	3.4365768	5.5363603	3.7997758	2.2671344	1.7503613	2.3995836	6.518197	3.028886	3.3989003	3.3831291	3.9123743	4.278477	2.9523907	3.4778688	3.7014887
ARID5B	5.8675246	4.8289704	4.8316693	3.027071	5.1466	4.58605	5.902957	4.655789	4.44843	2.458563	3.3980548	5.694905	3.6459973	2.7647316	5.124945	3.731552	3.05648	5.2310157	3.3747	4.195039
ARIH1	30.788603	26.118303	26.393639	22.47563	29.563604	23.050898	26.197914	33.53114	32.105324	22.395967	26.618853	29.312693	28.9244	26.78785	26.983648	28.49305	25.082823	27.334223	29.331814	32.774654
ARIH2	29.601591	23.529182	24.758823	25.878742	24.236359	25.218952	26.94033	32.870663	33.030945	25.068542	32.118465	30.339487	28.144278	29.338106	29.65349	31.278454	18.987967	23.800758	32.694138	29.378803
ARL10	1.396845	0.873316	1.665873	1.170965	1.163641	0.20293704	1.695193	1.217248	2.7564507	1.190522	0.503426	1.034578	0.17183898	0.33737996	1.260303	0.585253	0.426518	0.665519	1.017863	1.191379
ARL11	1.09755	0.556939	0.687706	0.48654196	1.654352	0.388598	0.706297	1.977508	0.411798	0.981274	0.821295	1.392484	1.808525	0.681159	3.62317	1.48209	1.289777	1.1235	0.798211	0.559063
ARL13B	3.4298007	2.292443	2.168339	2.823728	2.35459	1.9995285	2.213619	2.316609	2.387909	1.5568199	1.953485	2.464154	2.03872	2.7791963	2.0988421	1.9583272	1.5615019	2.5147362	2.161556	2.6246338
ARL14EP	15.46994	12.83465	10.036223	7.9651995	11.986691	10.729777	13.496786	12.824013	10.529914	6.4235954	11.1256	11.721028	11.649576	9.534786	12.4414215	12.353833	8.109096	11.266154	9.289841	11.271694
ARL14	27.035301	15.671999	15.6012	23.202803	14.219099	37.6428	19.6184	40.51861	42.738693	33.616196	30.316202	59.34598	15.597599	27.394503	43.5103	33.2103	34.7035	16.8936	33.783104	49.255108
ARL15	11.239327	8.242308	9.661608	10.036194	10.944193	10.220632	11.287064	16.344973	13.998295	10.601536	10.342311	14.95802	10.755818	10.126661	11.509816	10.605808	8.672109	13.086068	9.815419	11.107728
ARL16	11.258159	8.437576	10.248679	12.792058	7.304871	7.282443	9.034402	10.77077	14.833355	6.608849	12.178957	11.222541	10.442838	11.028396	12.111552	7.779216	8.181935	9.807985	10.054477	14.390451
ARL17A	5.401874	2.8589027	4.8737817	5.759297	5.5611076	4.0454907	5.36542	4.403597	7.073217	3.7954557	5.283266	4.4999843	2.818763	3.0641441	4.0855165	5.1963954	2.132438	4.1170726	4.599834	4.760116
ARL17B	3.6264913	3.161665	2.1771698	1.926867	3.2638156	3.5068336	3.6761682	1.599467	3.3363261	1.455177	4.268891	5.167558	3.5454085	1.956028	2.6309783	4.8170824	2.0237172	4.47905	4.284757	2.7007203
ARL1	50.529694	48.125538	33.17423	28.486355	38.59131	45.67266	40.71924	45.56511	49.278477	33.634132	41.310806	46.562317	56.250412	54.629574	48.023575	63.04446	37.571194	53.101524	60.201992	43.34619
ARL2BP	29.5558	25.282915	23.871592	17.498802	29.445103	28.25976	27.919998	27.181461	28.933819	20.321198	26.47906	29.448158	27.159327	32.161	24.956596	27.912792	24.64594	29.606396	31.4102	28.151497
ARL2	41.85561	33.893814	32.060387	32.819477	32.02697	51.348816	34.08511	42.08778	38.274906	31.07489	41.16871	42.02438	46.93607	44.78363	37.017193	49.562595	39.41279	46.24646	37.03365	39.675797
ARL3	3.39743	2.50853	2.7252	2.06748	3.28994	3.9159298	3.11006	2.7485	2.66543	2.03911	2.39081	2.9254498	2.9827	2.72937	3.1839101	3.0497901	2.23943	2.6975	2.50282	2.29481
ARL4A	36.80488	26.41488	31.431864	25.72233	27.154703	42.88169	33.292706	60.375393	54.428547	51.072247	47.329277	48.517197	47.234856	52.367607	34.240276	49.7978	43.92032	40.048824	44.164146	56.63325
ARL4C	8.286711	2.88327	5.4847198	2.861344	6.7245803	2.355123	4.246045	4.0553937	2.6627097	1.6860589	2.12358	7.657649	2.471982	2.7206528	3.59111	3.2295423	5.62928	3.166172	5.007935	4.9198895
ARL4D	0.959561	1.72884	0.995439	0.725261	1.47456	0.881238	1.36878	1.25169	0.778161	0.456443	0.840776	1.84266	1.09325	0.413148	1.2068	0.596861	0.680941	1.28061	0.54178	1.00393
ARL5A	21.4592	16.243896	13.964531	12.203613	19.095469	15.938196	16.803709	21.02719	19.573309	13.950389	18.824162	21.146473	21.853333	17.608955	19.781506	21.650192	15.473341	20.436699	20.394709	18.631466
ARL5B	7.3081093	3.93543	5.43525	4.7470694	5.35001	5.94995	5.7656403	8.648411	9.5277405	6.11119	6.37237	9.553759	6.35991	5.16269	6.54887	6.92617	5.6311307	6.4050694	11.202	10.219701
ARL6IP1	120.38998	81.91495	91.01093	84.09905	98.854485	145.53743	91.405754	125.17739	128.44528	85.29	107.88734	109.65833	112.8202	125.006966	120.39444	137.52913	113.366684	114.11106	129.25743	103.77453
ARL6IP4	75.35837	72.16624	68.70227	76.986565	73.35625	108.90496	73.37633	77.09904	78.31998	73.595894	83.56855	85.887314	94.961235	97.57773	88.74312	104.39137	80.39266	82.24068	89.3935	87.46746
ARL6IP5	74.1327	56.541435	72.47684	63.254913	80.46215	118.319595	45.680996	115.43843	84.20909	83.9204	65.58867	89.1522	101.35067	128.87402	80.46919	78.40146	80.36384	74.59103	102.50796	74.27865
ARL6IP6	16.986948	7.649578	10.50095	9.91068	11.485994	12.77991	10.824611	12.196673	16.455254	10.98149	14.386923	18.131935	10.582402	14.793856	12.797073	18.546164	11.96752	13.825932	14.880619	20.296623
ARL6	2.769861	1.475823	1.1330202	1.3396671	1.7093568	1.505049	3.039941	2.10342	1.893784	1.106605	1.807196	2.384325	2.8101423	1.166375	2.676578	2.6677227	1.109453	1.987366	1.872061	1.9341179
ARL8A	14.705719	11.074736	15.067597	8.092231	12.776378	11.559799	14.559423	10.608783	10.030581	12.053181	10.583446	14.008878	18.070862	13.935603	13.609816	11.648198	10.853038	13.658867	12.521468	13.332629
ARL8B	34.63266	27.72031	27.31949	27.10473	32.55536	33.43058	28.002787	39.09543	37.06865	27.704418	34.00205	32.958828	35.0603	37.14923	34.530354	36.069633	32.1266	33.981407	37.632088	33.435654
ARMC10	20.576517	16.924154	15.72489	14.743714	19.840208	26.110182	21.24276	21.610779	21.182793	16.558527	21.58819	23.659563	25.08672	21.235073	22.94509	26.153072	17.149105	22.074455	21.250786	24.508772
ARMC1	14.239461	11.053814	10.263244	9.5388565	12.049199	13.05489	9.967518	14.5799	14.645913	9.249747	12.988489	15.565154	12.302293	16.18104	12.534666	15.219631	13.503867	13.319785	17.849918	13.401965
