Gene	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20
AP1M2	58.66762	63.466175	53.869675	47.70979	52.547054	67.40701	46.360214	68.54491	74.638596	66.85334	61.372353	61.186283	65.7385	88.72159	72.090065	89.35903	68.900154	77.02082	80.02538	67.223236
AP1S1	39.62423	28.716835	42.1689	32.0139	37.896904	65.9815	38.581093	42.1192	43.429306	36.423702	43.0239	44.903507	73.40541	72.96671	52.3889	89.968216	38.85481	53.680687	70.0304	43.040596
AP1S2	13.56016	10.336282	9.426978	9.542401	15.952898	13.128801	14.961545	15.506501	10.186332	6.3923793	9.137597	13.808437	9.964324	14.255865	12.8899	12.378205	8.991786	9.63373	9.441288	9.023992
AP1S3	5.6053085	3.670027	2.778936	2.3268971	3.69097	3.200737	4.016274	4.409047	5.7865458	2.756385	3.5212867	3.533624	4.731627	5.645707	5.800119	4.90969	3.777739	5.2306104	8.373765	3.3624673
AP2A1	23.994074	17.50195	19.322752	23.211355	25.660646	26.869963	18.14122	28.030993	23.024544	17.911919	18.154812	23.168747	24.137934	29.372017	23.545233	26.599485	23.244928	21.197369	24.871912	19.74625
AP2A2	28.034874	23.69261	28.80269	26.479067	23.90465	26.994541	22.360603	30.81934	29.528654	22.113033	24.370779	27.350182	22.576141	22.2211	25.889297	24.69959	20.95958	27.882114	24.23374	28.681786
AP2B1	61.11053	64.27994	47.466717	36.247475	45.51932	54.5999	50.463467	59.351986	63.82334	42.55621	48.03172	44.350372	49.51233	69.91135	58.87944	64.08628	49.527386	55.570415	89.16228	46.453133
AP2M1	98.25408	88.807846	93.47603	84.61872	99.47229	110.23489	85.88433	109.27421	100.73791	90.30134	95.17056	101.26305	102.506165	116.18201	103.735535	118.04058	105.344154	108.29336	113.80371	100.327705
AP2S1	70.93398	62.8806	65.83831	58.918552	65.22359	108.58683	50.22829	69.1916	69.346	61.547497	69.632034	67.90536	82.17421	98.654594	72.653076	100.39239	78.01764	75.04021	85.92505	72.12119
AP3B1	26.061003	20.082407	19.889824	16.401108	21.41299	27.418617	17.83125	26.110838	26.122992	20.294107	21.62774	17.896332	17.573135	25.612942	24.14308	24.337969	24.269402	20.694908	24.444117	20.45592
AP3B2	1.2402947	0.43476653	0.5291651	0.742227	1.3663847	1.178478	0.8942496	0.57858104	1.5966495	0.73290133	0.5200058	0.6452333	0.626355	0.74026084	1.0998149	0.3673373	0.6995804	1.076277	0.47267056	1.2075335
AP3D1	24.202545	24.78011	24.553658	20.986801	22.676561	24.503386	22.396433	25.397884	29.573406	23.796125	21.958454	23.699362	25.912182	27.01589	26.489485	30.157988	24.284204	27.565794	32.876087	27.09101
AP3M1	20.839304	17.000303	15.2074795	12.95626	17.685884	15.044779	17.139324	20.043013	21.824656	12.2003	16.721512	18.99675	18.456573	18.714384	19.831913	23.86606	15.082937	21.045364	21.917067	18.520113
AP3M2	4.5698724	2.2667372	3.846975	3.7918925	4.1200814	4.00964	3.4066997	3.5258243	3.926295	2.2117558	3.7586021	2.8300698	3.1328607	3.0535989	3.900442	3.830469	2.122088	3.2942498	2.024349	3.123175
AP3S1	57.721313	40.666122	51.09362	39.40474	54.56066	65.88511	43.86238	70.6285	57.482384	60.190453	57.140965	50.555267	69.12949	68.89687	57.67627	54.307182	48.365097	58.32996	78.14758	59.70646
AP3S2	25.29276	19.118013	26.178482	23.902145	22.033941	22.27313	12.834503	42.7256	30.068203	24.842113	30.497261	33.37273	36.525234	21.805727	27.040207	31.173862	34.759495	26.29238	34.707615	24.262623
AP4B1	11.473676	6.953904	9.839938	11.838183	8.678628	7.651357	8.809247	10.050273	12.387635	9.851738	10.251036	7.318531	7.6577277	8.379707	10.000632	15.816611	7.730324	6.3108215	6.013599	10.643625
AP4E1	3.358725	2.315624	2.276664	2.43193	2.5079458	2.170508	2.0493462	3.0260873	2.5011585	1.8924268	2.3524303	2.6935003	2.5278587	2.71873	2.385875	2.702521	2.203723	2.266659	3.49402	3.2138097
AP4M1	8.966135	9.3724575	9.147408	9.553455	8.626304	10.946788	7.6080866	11.459146	11.137473	10.7501135	11.133055	9.252517	9.838185	8.462415	9.04008	9.193281	7.101884	8.910899	9.228211	11.349294
AP4S1	4.2124867	3.237851	3.2489498	2.1895132	2.1734428	4.156648	2.7348146	3.5426607	2.8575904	2.890712	4.1078506	3.2031019	4.458779	3.9445062	3.4622715	4.031277	2.1255324	2.686803	3.4460227	3.6603842
AP5B1	3.8804202	3.5382102	3.8375201	3.42621	4.2714705	4.6439495	3.64968	5.9456	5.1815004	4.0752997	4.1896796	4.5472097	5.3469105	5.06438	4.65461	4.61253	4.58291	5.0977197	4.4764905	4.6841407
AP5M1	41.168613	32.0848	29.020283	25.05196	30.692486	37.569504	29.262444	42.89035	42.3269	31.293623	35.08558	43.672672	42.20097	40.929474	34.170307	43.054096	27.837704	41.821	41.227245	43.221527
AP5S1	5.1381125	4.698789	3.95031	4.345354	4.4222364	5.621474	4.2078414	6.305453	6.4339256	4.5435376	4.633069	5.020461	5.7988396	5.90862	5.3048067	6.636197	6.0971136	6.589341	6.21746	5.7638645
AP5Z1	5.188622	7.35508	9.139313	11.421545	9.764989	9.401412	6.2195206	10.932667	15.310761	11.263308	9.578101	9.026341	7.955612	9.077008	9.454794	9.334875	9.460414	10.5372715	7.023309	11.0501175
APAF1	10.547996	8.863781	8.448293	8.48193	9.93642	9.599069	9.452449	13.269442	11.540105	10.543288	11.930348	10.163613	9.7041645	12.873705	10.531094	11.797713	9.753657	9.382841	12.628996	12.579266
APBA1	2.979058	4.661552	3.4541574	3.4984899	4.488641	3.7767923	3.5995357	3.8509736	4.222556	4.352116	3.7732382	4.8341675	4.2811813	4.910554	3.0606828	3.8341684	4.5406814	3.8916564	3.953401	2.603263
APBA2	1.2121742	0.8484411	1.19625	0.5726364	1.2876844	0.4827967	1.4459041	0.5950116	0.5440313	0.19186251	0.3066095	1.2292852	0.5809617	0.4133726	1.130884	0.4960702	0.58005774	0.571645	0.3411904	0.4557853
APBA3	6.1307034	5.0145297	5.3823476	6.3148026	7.7745905	6.0243187	5.3951077	6.392794	6.6593337	5.453984	6.645632	7.033763	6.9990144	6.360591	5.6283927	7.2543073	6.541833	5.978186	5.0842676	7.0441065
APBB1IP	4.7109795	2.7208698	5.6030903	3.3324578	8.064169	2.308889	3.3458698	3.12547	1.28332	0.9923626	1.7031502	6.6568775	2.6474102	2.87865	1.9756598	4.57323	4.0342393	2.85191	2.82551	2.8197799
APBB1	4.078033	3.32122	4.495025	3.442696	6.0208454	3.258084	4.5550513	3.2765083	3.9263463	1.797191	2.38851	4.078996	2.883443	2.4396603	3.9632847	2.3869262	3.591919	3.4505033	2.8373928	3.593937
APBB2	5.4063706	3.867803	3.3438983	3.4156024	4.1336007	4.5495777	4.4232807	5.2193637	4.414838	3.2303278	3.0680392	4.121216	3.612858	3.7444227	4.0643873	3.6985605	3.4424381	4.7505918	4.2307806	3.425742
APBB3	3.6053283	2.2584128	4.224043	11.194024	4.4508734	3.4473827	4.4961195	5.710804	7.4545765	8.204026	4.761738	3.7304008	3.8512156	3.5813806	4.006895	4.4322934	2.0866406	2.9253247	2.817199	8.093142
APCDD1	8.780165	8.33363	6.4249663	4.5604796	10.074785	7.460364	14.2527275	2.9286764	4.458303	1.7508539	3.5710504	5.386214	4.157437	4.614408	5.929447	1.9187858	3.5746124	6.6181426	2.8805082	3.0429192
APC	6.0790205	5.89818	5.4734893	4.633269	5.502531	4.6300945	4.5622926	8.555569	8.182315	3.6974158	5.37248	4.98686	5.191927	5.5177803	5.7638626	5.1873546	5.6466427	7.415271	7.3443623	5.3849277
APEH	67.16658	74.55644	60.042126	63.774273	65.33392	99.43518	63.85326	76.28832	87.5571	83.8568	77.92904	69.100685	82.82618	92.302536	81.23363	116.24784	75.33987	82.3673	104.65424	73.80721
APEX1	69.975334	59.615177	55.07966	47.269623	60.09045	84.12105	70.01466	66.923065	64.64106	48.145203	62.938465	74.871765	67.49097	64.06595	74.965836	87.33787	54.25406	61.283836	72.90876	70.511246
APEX2	9.468651	9.18057	7.901215	8.26084	7.714782	11.062541	6.4911394	10.917515	9.971161	8.209253	9.218606	8.983577	11.703091	10.745181	9.6839905	12.829681	10.53477	8.39928	11.40383	8.14035
APH1A	99.39175	93.212395	100.87621	85.31845	112.08621	140.74213	119.703	120.908615	116.57778	105.568695	113.336754	117.04118	132.03276	147.02141	123.60576	127.75203	118.96312	121.437675	123.56422	117.77414
APH1B	3.6627047	2.07672	3.381948	2.8193483	4.298974	3.9430397	4.8169847	2.8458147	2.0363517	2.5383883	1.9398965	3.7327058	3.5258641	2.7809055	3.0191348	1.952572	2.045745	3.0663629	2.536314	2.8921673
API5	53.45871	42.665924	34.795174	30.888767	42.089005	41.207573	37.44833	49.360027	49.583897	32.084938	40.01465	46.02184	41.56874	44.329388	45.313744	50.81177	35.02084	44.84805	51.923546	40.919735
APIP	10.526747	11.259131	15.791878	12.183621	18.81507	24.820127	11.817126	18.477692	20.295248	24.910282	20.089937	18.674524	20.869576	28.078608	26.185196	19.996859	16.438255	31.016811	29.779732	29.96755
APITD1-CORT	0.413284	1.436551	0.38026127	0.38903937	0.8853383	0.5393412	0.411476	0.065493	0.31027353	0.12855801	1.272113	1.108767	0.22149009	0.8249694	0.10663271	1.267309	0.09599671	1.6453133	0.135207	0.637233
APITD1	10.715654	8.31939	6.4345784	5.883327	6.361286	11.221983	4.5162597	10.423802	10.050534	7.746001	9.970315	8.639716	9.596718	17.527634	11.006528	14.351652	9.809584	8.82654	9.442969	9.178513
APLNR	7.85006	5.836286	6.7441545	2.965123	4.339696	7.211638	4.18683	4.9581146	2.76221	1.580771	2.7714367	3.74203	2.353045	1.854809	4.3292036	3.096393	4.0320153	4.55787	2.755262	3.52036
APLP1	2.047914	1.1087979	1.905619	0.4933982	1.0477973	2.056944	1.7760127	1.0183357	1.6589235	0.83312577	1.1192943	1.3367621	1.8969086	2.032558	1.954071	0.93009615	1.9033058	2.498406	1.488666	1.0976864
APLP2	182.86523	171.98784	180.07547	143.13148	197.2312	193.6884	150.3431	229.40643	195.86855	170.91597	172.90303	158.302	197.0429	182.36444	221.37932	162.73376	234.15016	186.76573	208.03268	195.15482
APMAP	24.15419	21.86357	21.116148	19.195417	23.512127	30.515139	20.631727	27.283035	23.363972	17.828232	26.505125	27.146097	26.551203	33.201595	24.39623	27.462404	21.674658	24.731556	27.413488	21.074396
APOA1BP	44.417103	39.65291	31.274826	31.337706	36.266098	40.81995	39.57961	37.09797	37.855892	38.698933	42.346027	41.96009	54.977173	51.202522	40.230793	43.759846	40.88371	44.818573	55.240623	42.739697
APOBEC1	0.20477402	0.968536	0.625992	1.53391	1.1167	1.7399	0.278864	0.633353	0.815145	0.342622	1.80989	0.19770001	0.57688	0.13079499	1.06807	1.494862	1.886159	0.36045998	0.391724	2.05915
APOBEC3A	0.3790673	0.36391103	0.166273	1.000209	0.15543002	0.481484	0.482102	0.4637461	0.404441	0.292389	0.32133996	0.24288498	1.319336	0.7248	0.356999	1.071598	1.536313	0.46304747	0.45164004	0.9576313
APOBEC3B	5.415361	4.904168	14.377746	8.701323	12.454281	19.495419	4.601906	28.217768	21.151037	13.444932	15.314868	10.804743	19.069773	17.51087	12.040775	23.222683	19.312862	10.221557	10.451392	17.145575
APOBEC3C	26.011694	10.801654	27.411993	21.156715	26.770157	40.94881	13.246909	35.47405	21.714396	20.273994	21.8952	20.788479	36.3177	29.846994	42.150284	38.303383	57.58452	25.069279	33.447006	25.231901
APOBEC3D	2.580396	2.469936	4.1123514	3.071962	3.63406	1.954488	2.086333	4.44841	4.1579075	2.051927	3.3728998	4.268012	2.4440973	2.914259	2.2048562	3.0259182	3.3387623	3.408459	2.000158	3.6168451
APOBEC3F	2.4776855	2.027476	3.7275586	2.694464	3.6248503	2.22347	2.571938	2.8521147	1.950471	2.037534	2.648475	4.4696794	5.361456	2.25601	3.8289163	3.867296	2.403412	3.7726798	2.8832133	4.058917
APOBEC3G	4.2620845	4.88963	6.30256	4.366375	8.926524	4.64896	4.8854566	4.106808	2.154757	2.4078946	2.5653324	6.6725626	4.571274	4.7510314	4.1899304	4.914099	5.6184444	3.5453446	4.467615	5.085545
